Churn,InternetService,SeniorCitizen,gender,PhoneService,MultipleLines,Dependents,tenure,MonthlyCharges,Contract
0,2,0,0,1,0,0,12,49,1
0,2,0,1,1,0,0,19,90,0
0,2,1,1,1,1,0,24,55,2
1,2,0,0,1,0,0,67,103,0
0,1,0,1,0,0,0,69,60,1
0,2,0,0,1,1,1,55,85,2
0,2,0,1,1,1,0,52,63,2
1,1,0,0,1,1,0,17,94,0
0,1,0,0,1,1,1,19,49,0
1,2,0,1,1,0,0,39,75,0
0,2,0,1,1,0,0,40,62,0
0,1,0,1,1,0,0,26,21,0
0,2,0,0,1,0,0,1,20,2
1,1,1,1,1,1,0,18,79,1
1,1,1,0,1,0,0,15,75,0
0,2,0,0,1,1,0,2,20,0
1,2,0,0,1,0,0,1,79,0
0,1,0,1,1,0,0,23,95,0
0,2,0,0,1,1,1,72,67,2
0,1,0,0,1,1,0,2,20,0
0,2,1,1,1,1,0,70,89,2
0,1,0,0,1,1,1,46,20,0
0,2,0,0,1,0,0,36,20,2
0,1,0,0,1,1,0,72,110,0
0,2,0,0,1,0,1,6,49,0
0,1,0,0,1,1,1,4,20,0
1,2,0,0,1,0,0,1,85,1
0,2,0,0,1,0,0,1,83,2
1,1,0,0,1,1,0,13,100,0
1,2,0,0,0,0,0,64,48,0
0,1,0,1,0,1,1,8,45,0
0,2,0,1,1,0,1,72,112,0
1,2,0,1,1,1,0,1,75,2
0,1,0,0,1,0,0,4,101,0
0,1,0,1,1,1,1,1,50,0
0,2,0,1,1,1,1,62,24,2
0,1,1,0,1,1,0,34,96,0
1,2,0,1,1,0,1,1,44,0
1,1,0,1,1,0,0,24,101,0
0,1,0,1,1,1,1,72,105,2
0,1,0,0,1,1,0,1,20,0
0,2,1,0,1,0,0,63,104,0
0,1,0,0,1,1,1,66,109,1
0,1,0,1,1,0,0,61,80,2
0,1,0,1,1,1,0,67,20,0
1,2,0,0,1,1,0,12,96,2
0,2,0,1,0,1,1,19,35,2
0,1,0,1,1,0,0,67,20,0
0,1,0,0,1,1,0,13,80,0
0,2,0,0,1,1,0,1,45,2
1,2,0,0,1,0,1,3,85,0
0,1,0,1,1,1,1,3,20,2
1,1,0,0,1,1,1,17,104,2
0,1,0,1,1,0,0,52,54,0
0,2,0,1,1,0,1,51,19,2
1,1,1,0,1,0,0,5,85,1
0,2,1,0,0,0,1,29,36,0
1,2,0,0,1,0,1,1,20,2
1,2,0,0,1,0,0,1,20,0
0,2,0,0,1,0,1,42,94,2
0,1,0,1,1,0,0,1,20,0
1,1,0,0,1,1,0,16,88,0
0,2,0,1,1,0,0,11,45,2
1,2,1,0,1,0,0,26,94,0
0,1,0,1,1,0,1,54,61,0
1,1,0,1,1,1,0,30,94,2
1,2,1,1,1,0,1,66,79,0
0,1,0,0,1,0,1,72,109,0
0,1,0,1,1,0,1,12,24,0
1,2,0,0,1,1,0,19,107,2
0,2,0,1,1,0,0,9,69,2
0,2,0,0,1,0,1,0,73,0
0,1,0,1,1,1,0,66,25,0
0,2,1,1,0,0,1,10,35,1
0,1,0,0,1,0,1,56,24,0
0,2,0,0,1,0,1,67,19,1
0,2,0,1,0,0,1,64,60,0
0,1,0,0,1,1,0,64,81,0
0,2,1,1,1,0,0,13,70,0
1,1,0,1,1,0,0,5,96,0
0,1,0,0,0,0,0,4,35,1
0,1,0,0,1,1,1,45,20,2
0,2,0,1,1,0,0,18,95,0
0,1,0,0,1,1,0,3,58,0
1,1,0,1,1,1,0,1,21,1
0,2,0,1,0,0,0,29,46,0
0,2,0,0,1,0,0,69,25,2
0,2,0,0,1,0,0,21,100,0
0,2,0,0,1,0,0,20,44,0
0,2,0,1,1,0,1,72,110,0
0,2,0,1,0,0,0,7,24,1
0,1,0,1,1,1,0,5,20,1
0,2,0,0,1,1,0,6,50,2
0,2,0,1,1,1,1,13,66,0
0,2,0,0,1,1,1,1,20,1
1,2,0,0,1,1,0,3,79,2
0,2,0,1,1,0,0,7,96,2
1,2,0,1,1,1,0,6,85,1
1,2,0,1,1,0,0,1,20,2
0,2,0,0,1,0,0,11,20,2
1,2,0,0,1,0,0,63,100,0
0,2,1,0,1,0,0,3,75,0
0,1,0,1,1,1,0,6,19,1
0,2,0,0,1,1,1,70,69,0
0,2,0,1,1,0,0,37,90,0
0,1,1,0,1,1,0,38,20,1
0,1,1,0,1,1,0,29,59,2
0,1,0,1,1,1,0,9,20,0
0,2,1,1,1,1,0,23,21,2
1,2,1,0,1,0,0,20,91,2
0,1,0,0,1,0,1,70,24,0
0,2,0,1,1,1,0,70,101,2
0,2,1,0,1,0,0,5,85,0
0,1,0,1,1,1,1,72,81,2
0,1,0,0,0,1,1,72,56,0
0,1,0,1,1,0,0,4,95,0
1,1,0,0,1,1,0,7,20,1
0,1,0,0,1,1,1,23,82,2
0,2,0,0,1,1,0,11,65,2
0,2,0,1,1,0,1,23,20,1
0,2,0,0,1,0,0,12,54,0
0,1,0,1,1,1,1,49,94,0
1,1,0,1,1,0,0,14,85,0
0,1,0,1,0,0,1,56,36,1
0,1,0,0,1,1,0,3,20,0
0,1,0,0,1,1,0,69,110,2
0,1,1,1,1,1,0,6,81,0
0,2,0,0,1,0,0,49,21,2
1,1,0,1,1,1,0,18,95,1
1,2,1,1,1,0,0,1,70,0
1,2,0,0,0,1,0,3,35,2
1,1,0,1,1,0,0,2,86,0
0,1,0,1,1,1,0,54,20,0
0,2,0,1,1,1,0,24,51,0
0,1,0,0,1,0,1,54,60,1
0,2,0,1,1,0,0,15,20,0
0,1,0,0,1,1,0,45,82,1
0,2,0,1,0,1,0,46,38,2
0,2,0,0,1,0,0,12,54,1
0,1,0,0,1,1,1,71,76,0
0,1,0,0,0,0,0,13,32,0
1,1,1,0,1,1,0,1,73,0
0,2,0,0,1,0,1,58,92,1
1,2,0,0,1,0,0,7,75,0
0,2,0,1,1,0,1,48,24,0
0,2,0,1,1,0,0,71,98,2
0,1,0,1,1,1,1,9,20,1
0,1,0,0,1,1,1,18,56,2
0,2,0,1,1,0,0,1,20,1
0,2,1,0,1,0,0,67,20,0
0,1,0,1,1,0,0,1,85,0
0,2,0,0,1,0,0,56,98,1
0,2,0,1,0,0,0,54,46,2
0,2,0,0,1,0,1,14,20,1
0,2,1,0,0,1,0,14,46,2
0,2,0,1,1,1,0,54,70,2
0,1,0,1,1,1,0,72,68,2
0,2,0,1,1,1,0,17,56,2
0,2,0,0,1,1,1,1,20,0
1,2,0,0,1,0,0,30,85,0
0,2,0,0,1,0,1,50,20,2
0,1,0,1,1,1,1,3,20,1
0,2,0,1,1,1,0,12,74,2
1,2,0,0,1,0,0,13,81,0
0,1,1,0,1,1,0,25,69,1
1,2,0,0,1,0,0,2,90,2
0,2,0,0,1,0,0,36,71,1
0,1,0,1,1,1,0,3,50,2
0,1,0,1,1,0,0,66,64,0
1,1,0,1,1,0,0,15,101,0
0,1,0,0,1,1,1,61,74,0
0,1,0,1,1,0,0,70,115,0
0,2,1,0,0,0,0,35,40,2
1,2,0,0,1,0,0,1,49,0
0,1,0,0,1,1,1,48,21,1
0,2,0,1,0,1,0,70,40,2
0,1,0,0,1,1,1,12,105,2
0,1,0,1,1,0,0,61,114,1
1,2,0,0,1,0,0,38,84,2
1,2,0,1,1,0,0,1,71,0
0,1,0,0,1,1,1,56,65,2
1,2,0,0,1,0,0,5,85,0
0,1,0,1,1,0,0,11,46,0
0,2,0,0,1,0,1,59,106,1
0,2,0,0,1,1,0,1,45,1
1,2,1,1,1,1,0,72,104,0
0,1,0,1,1,0,1,22,20,0
0,2,0,1,1,0,1,17,45,1
0,1,0,1,0,0,0,50,44,0
0,1,0,1,1,1,0,8,67,1
0,2,0,1,1,0,1,56,60,1
1,2,0,0,1,0,1,3,80,0
0,1,0,1,1,0,1,40,20,0
0,1,1,1,1,1,0,67,101,1
1,1,0,0,1,0,0,4,92,1
0,1,0,0,1,1,0,67,21,0
0,1,0,0,1,1,1,4,50,0
0,1,0,0,1,1,1,61,24,0
0,1,0,0,1,1,0,69,26,0
0,2,0,0,1,0,0,49,20,0
0,1,0,1,1,1,0,49,85,1
0,1,0,0,1,1,0,35,113,0
0,1,0,1,1,1,1,69,24,2
0,1,0,0,1,1,0,60,60,2
1,1,0,0,0,0,1,1,40,0
1,1,0,0,1,1,1,17,56,0
0,2,0,0,1,0,0,1,45,0
0,1,0,1,1,1,1,5,21,0
0,1,0,0,1,0,0,13,20,0
1,1,0,1,1,0,0,4,74,1
0,2,0,1,1,0,1,53,79,2
0,1,0,0,0,1,1,72,64,0
0,2,0,1,1,0,0,24,21,0
0,2,0,0,1,0,0,19,25,1
0,2,0,1,1,0,1,1,20,0
0,1,0,0,1,1,0,5,76,2
0,1,1,1,1,0,1,71,87,0
0,1,0,1,1,1,0,72,89,0
0,1,0,0,1,1,0,42,60,1
0,2,0,1,1,0,0,14,56,1
0,2,0,1,1,1,0,1,51,2
1,1,1,0,1,1,0,2,71,0
1,1,1,0,1,0,1,72,92,0
1,2,0,0,1,0,1,13,88,2
0,1,0,0,1,1,0,18,78,0
0,1,0,0,1,0,0,45,97,1
0,2,1,0,1,1,0,55,100,1
0,2,0,1,1,0,1,1,50,0
0,1,0,1,1,1,0,1,21,0
0,2,0,1,1,1,0,65,25,1
0,1,0,0,1,0,0,46,69,0
0,2,0,0,1,0,1,21,21,0
1,1,1,1,1,1,0,24,101,0
0,1,0,0,0,0,1,34,61,0
0,1,0,0,1,1,0,13,75,2
0,1,0,0,1,0,1,48,70,1
0,1,0,0,1,0,0,56,107,0
0,1,0,0,1,0,1,42,100,2
0,2,0,0,1,0,0,4,55,2
0,1,0,0,1,1,0,65,55,0
0,2,0,1,0,0,0,3,25,1
0,1,0,0,1,1,1,70,81,0
1,2,1,1,1,0,0,1,89,2
0,1,0,1,1,1,0,66,55,0
1,1,0,1,1,1,0,19,55,1
0,2,0,1,1,0,0,70,24,0
0,2,0,1,1,0,0,41,100,1
0,2,0,1,1,0,1,45,110,0
0,1,0,0,1,0,0,49,20,0
1,2,1,1,1,0,0,22,90,2
0,1,0,0,1,1,1,56,100,0
1,1,0,0,1,1,0,15,56,0
0,2,0,0,1,0,1,67,100,0
0,1,0,1,1,1,1,1,20,0
0,1,1,1,1,1,1,38,101,0
0,2,0,0,1,0,0,52,74,2
0,2,0,0,1,0,1,34,20,0
0,1,0,1,1,0,1,69,20,0
1,2,0,1,1,0,1,4,102,0
0,2,0,0,1,0,0,63,59,0
0,1,0,1,1,1,0,24,20,0
0,2,0,1,1,0,0,62,91,0
0,2,0,0,1,1,0,36,19,2
0,2,0,0,1,0,0,38,68,0
1,2,1,0,1,1,0,47,80,0
1,1,0,1,1,0,0,38,79,0
0,2,0,0,1,0,1,42,92,0
0,2,0,0,1,0,0,42,25,1
0,2,0,0,1,0,0,3,75,0
1,2,1,1,1,1,0,8,100,2
1,2,1,1,1,0,0,9,84,0
0,1,0,0,1,0,0,58,68,0
1,2,1,1,1,0,0,21,60,0
0,2,0,0,1,0,0,10,21,0
0,2,0,0,1,0,0,70,99,2
0,1,0,1,1,1,0,26,75,0
1,1,1,1,1,0,0,36,96,0
0,1,0,1,1,1,0,72,68,0
1,2,0,0,1,0,0,9,74,2
0,2,0,0,1,0,0,15,100,0
0,2,1,0,1,0,0,63,83,2
0,1,0,1,1,1,0,4,64,2
0,1,0,1,1,0,0,25,21,0
0,1,0,1,1,1,0,46,20,0
0,1,1,0,1,1,0,44,104,1
0,2,0,1,1,0,0,12,20,1
0,2,0,1,1,0,0,1,45,0
1,2,0,1,1,0,0,1,49,2
1,2,1,0,1,0,0,20,62,1
0,1,0,0,1,1,1,72,118,0
1,2,0,1,0,1,0,53,60,2
0,1,0,1,1,1,1,52,19,0
0,2,1,1,1,0,0,2,74,0
0,2,0,1,1,0,0,50,94,0
1,2,0,1,1,0,1,17,69,0
0,2,1,1,0,0,0,51,29,1
0,1,1,1,1,0,0,16,79,2
0,2,0,0,1,1,0,18,95,2
0,2,0,1,1,1,1,71,85,2
0,2,0,1,0,1,1,68,45,2
0,2,1,1,1,0,0,1,75,2
0,1,0,0,1,1,1,25,19,0
1,1,1,1,1,0,0,24,93,0
1,1,0,1,0,1,0,14,51,0
0,2,0,1,1,0,0,55,59,2
0,2,0,0,0,0,0,25,61,0
0,1,0,1,1,0,1,10,60,0
0,1,0,1,1,1,1,61,104,0
0,1,0,1,1,0,0,6,59,0
0,2,0,1,1,0,0,13,20,2
0,2,0,0,1,0,0,2,19,0
0,1,0,0,1,1,0,1,45,1
0,1,0,0,1,1,0,2,70,0
1,1,1,1,1,0,0,49,96,0
1,1,0,0,1,1,0,1,45,0
0,2,0,1,1,0,0,37,94,1
0,2,0,0,1,0,1,40,20,0
1,2,1,0,1,0,0,23,95,2
0,1,1,0,1,0,0,66,108,0
1,2,0,1,1,0,1,17,93,0
1,2,1,1,1,0,0,9,85,0
0,2,1,0,1,0,0,39,101,1
0,2,0,1,0,1,1,23,40,2
0,2,0,1,1,1,0,50,20,1
1,2,0,0,1,0,0,3,98,0
0,2,0,0,1,0,0,61,19,0
0,2,0,0,1,0,0,24,89,0
0,2,0,0,1,0,1,14,85,1
0,1,0,1,1,0,1,52,26,0
1,1,0,0,1,0,0,15,84,0
0,1,0,0,1,0,0,33,59,0
0,1,1,1,1,0,0,69,95,2
0,1,0,0,1,1,1,61,88,0
0,1,0,1,1,1,1,71,116,1
0,1,0,0,1,1,0,53,91,0
0,1,1,0,1,0,0,42,56,0
0,1,0,1,1,0,0,36,79,0
0,2,0,1,1,1,0,25,106,0
0,1,0,0,1,0,0,8,21,0
1,2,0,0,1,1,0,16,96,2
1,2,0,0,1,0,0,12,90,2
1,2,0,0,1,1,0,28,105,2
0,1,0,1,1,1,0,7,94,2
1,2,1,1,1,0,0,32,105,0
1,1,0,0,1,0,1,1,79,1
1,1,0,1,0,0,0,8,30,0
1,1,0,1,1,0,0,63,103,0
1,2,0,0,0,0,0,1,35,1
0,1,0,1,1,0,0,60,102,0
0,1,0,0,1,0,0,16,86,0
0,2,1,1,1,0,0,71,92,1
0,1,0,1,1,1,1,40,85,0
1,2,1,0,1,1,0,18,100,1
0,2,0,1,1,0,0,5,79,0
0,2,0,1,1,0,0,33,79,1
0,2,0,0,1,0,1,13,20,0
0,2,0,0,1,0,0,40,50,0
0,2,1,1,1,0,0,67,116,0
1,2,0,0,1,1,0,16,50,1
0,2,0,1,1,0,0,59,66,0
0,1,1,1,1,1,0,8,70,0
0,2,0,1,1,0,1,24,24,1
0,1,0,1,1,0,1,7,20,0
0,1,0,1,1,0,1,72,24,0
0,1,0,0,1,0,0,44,88,0
1,1,1,0,1,1,0,38,75,0
0,2,0,1,1,0,0,4,56,1
0,1,0,1,1,1,0,2,53,2
0,2,0,0,0,0,0,70,50,0
0,2,0,0,1,0,0,33,91,0
0,2,0,0,0,0,0,1,25,1
0,1,0,1,0,1,0,39,36,0
0,2,1,1,1,0,0,55,116,2
0,1,0,1,1,0,1,52,69,0
1,1,0,0,0,1,1,30,51,0
0,2,1,1,1,0,0,60,99,1
0,1,0,1,1,0,1,50,55,0
0,2,0,0,1,0,0,32,110,0
0,2,0,1,1,0,0,51,107,2
0,1,0,1,1,1,0,1,74,0
0,2,0,0,1,0,1,69,26,0
1,1,0,0,1,1,1,42,94,0
1,2,0,1,0,1,0,14,46,1
0,1,0,1,1,1,1,52,26,0
0,1,0,1,1,1,0,62,108,2
0,1,0,0,1,0,1,72,20,0
1,2,0,1,1,0,0,32,96,2
1,1,1,0,1,1,0,1,70,0
0,2,1,0,1,1,0,72,78,2
1,1,1,0,1,0,0,1,45,0
0,2,0,0,1,0,0,1,26,1
1,1,0,1,1,0,0,5,104,0
0,1,0,1,1,0,0,63,105,0
0,1,0,1,1,1,1,67,81,0
0,1,0,0,1,1,1,40,96,0
0,1,0,1,1,1,0,65,94,0
0,1,0,0,1,1,1,16,20,1
0,2,1,0,1,0,0,46,69,1
0,2,0,1,0,0,0,11,36,2
0,1,0,0,1,1,0,49,99,2
0,2,0,0,0,1,0,68,54,1
0,1,0,0,1,0,0,10,19,0
0,2,1,0,1,0,0,2,84,0
0,1,0,0,1,0,0,5,69,1
0,1,0,1,1,1,1,53,63,1
0,2,1,1,1,1,0,54,110,0
1,2,0,0,1,1,0,4,45,0
1,2,1,1,1,0,0,15,76,0
0,2,0,1,1,0,0,10,20,0
1,1,0,0,1,1,0,3,55,1
0,2,0,0,1,0,0,71,25,1
0,1,0,1,1,0,0,8,55,0
1,1,1,1,1,1,0,1,94,2
0,2,0,0,1,1,1,64,110,2
0,2,0,1,1,1,0,57,19,2
1,2,1,0,1,0,0,1,101,0
0,2,1,0,1,0,0,20,60,2
0,1,1,0,1,0,0,26,66,0
1,2,1,0,1,1,0,2,80,2
0,1,0,1,1,1,1,32,95,0
0,1,0,0,1,1,0,5,25,0
0,2,0,0,1,1,0,70,111,2
1,2,0,1,1,1,0,31,55,1
1,1,0,0,1,1,0,7,60,2
0,1,0,1,0,1,0,1,25,0
1,2,1,1,1,0,0,20,99,2
0,1,0,1,1,0,0,35,61,0
0,2,0,1,1,1,0,6,61,1
0,2,0,0,1,0,1,72,75,1
0,2,0,0,1,0,0,13,20,1
0,2,1,0,1,0,0,4,49,0
0,1,0,1,1,1,1,63,19,0
0,1,0,1,1,0,0,69,85,0
1,2,0,0,0,0,0,3,34,1
0,2,1,0,1,0,0,71,81,0
0,1,0,1,1,1,0,15,19,0
0,2,0,0,1,0,1,30,20,2
0,2,0,0,1,1,0,23,83,0
0,1,1,1,1,1,0,9,20,0
0,2,0,1,1,0,0,35,19,0
0,1,0,0,1,0,1,6,55,0
1,1,0,0,1,1,0,1,75,2
0,2,0,0,1,0,1,72,25,2
0,2,0,1,1,0,1,45,84,2
1,2,0,1,1,1,1,7,90,0
0,2,0,1,0,0,0,70,48,1
0,2,0,1,1,1,0,53,20,2
1,2,0,1,1,0,0,4,52,0
0,1,0,0,1,1,0,72,92,0
0,2,0,1,0,1,1,72,45,0
0,2,1,1,1,0,0,17,95,0
0,1,0,0,1,0,0,7,70,0
1,2,0,0,1,0,1,11,20,1
1,2,0,0,1,1,0,2,75,0
0,1,0,0,1,1,0,72,110,0
0,1,0,1,1,0,1,11,78,0
1,2,1,1,1,0,0,5,91,0
1,2,1,1,1,0,0,4,75,0
0,2,0,1,1,0,0,30,50,0
0,2,0,0,1,0,1,11,21,1
0,2,0,1,0,1,0,17,50,2
0,2,1,0,0,1,0,34,56,2
1,2,1,0,0,0,0,2,30,2
0,1,0,1,1,1,1,55,19,1
0,1,1,0,1,1,0,5,60,0
0,1,0,0,1,0,1,11,20,0
1,1,0,0,1,0,1,1,80,0
0,2,0,0,1,0,0,70,19,0
1,2,1,1,1,0,0,2,75,1
1,1,0,0,1,1,0,7,74,0
0,2,0,1,1,1,0,35,20,2
0,2,0,0,1,0,0,58,71,1
0,2,0,0,1,1,1,72,109,0
0,2,0,1,1,1,1,68,63,1
0,2,0,1,1,0,0,26,59,1
0,2,0,0,1,0,0,12,45,1
0,1,0,1,1,1,1,25,60,2
0,1,1,1,1,0,1,72,115,1
0,1,0,1,1,1,1,70,115,0
1,2,1,1,1,0,1,1,50,0
0,2,0,1,1,1,0,26,87,1
1,1,0,0,1,1,1,2,66,0
0,1,0,0,1,1,1,28,20,0
0,2,0,0,1,1,1,6,20,2
0,1,0,0,0,0,1,58,60,0
0,1,1,0,0,1,0,29,45,0
0,2,0,1,1,0,0,16,71,2
1,2,1,1,1,0,0,43,101,0
0,2,0,1,1,0,0,52,75,0
0,1,0,0,1,0,1,72,119,1
0,1,0,1,1,0,1,71,19,0
0,2,0,1,1,1,0,65,20,0
0,2,0,0,1,1,0,49,84,1
0,1,0,1,1,1,0,52,84,2
1,1,0,1,1,0,0,2,20,1
0,1,0,1,1,0,1,71,109,0
0,1,0,1,1,1,0,54,89,1
0,2,0,0,1,1,1,15,76,2
0,1,0,1,0,1,0,9,25,0
0,2,1,1,1,0,0,50,105,2
1,2,0,1,1,0,1,19,84,0
0,2,1,0,1,0,0,70,104,0
0,2,1,0,1,1,0,72,107,2
0,2,1,1,1,0,0,52,105,0
0,2,0,0,1,0,1,15,46,2
0,1,0,0,1,1,1,72,77,0
1,1,1,1,1,1,0,3,81,1
0,2,0,1,1,0,0,58,99,0
0,1,0,0,1,0,0,1,20,1
0,2,0,1,1,1,0,35,90,2
1,2,0,0,1,0,1,50,84,0
0,1,0,1,1,1,0,41,20,0
0,1,0,1,1,0,1,72,64,0
0,2,0,0,1,0,0,30,69,0
1,1,0,0,0,0,1,2,24,0
1,1,0,1,0,1,0,15,30,1
0,1,0,1,1,0,1,37,59,0
0,2,0,1,1,1,1,72,75,0
0,1,0,1,1,0,1,72,25,0
0,2,0,1,1,0,0,70,114,2
1,1,0,0,1,1,0,1,20,0
0,1,0,1,1,0,0,23,84,0
0,2,0,0,1,0,0,8,75,2
1,2,0,1,1,1,0,2,46,1
0,1,0,0,0,1,1,26,39,0
0,2,0,1,1,1,1,52,20,0
0,2,0,0,0,1,1,23,35,0
1,2,0,0,1,0,0,15,99,0
0,2,0,1,1,0,0,40,50,2
0,1,0,1,1,1,0,27,59,0
0,2,0,0,1,0,0,37,20,0
0,2,0,1,1,0,0,45,112,0
1,2,0,0,1,1,0,5,70,2
0,1,0,0,1,1,0,71,24,1
1,1,0,1,1,1,0,4,54,0
0,2,0,0,1,1,1,38,20,2
0,1,0,1,1,1,1,3,56,0
0,2,0,1,1,0,0,17,19,0
0,1,0,1,1,0,1,70,90,0
0,2,0,1,1,1,0,1,45,2
0,1,0,0,1,0,1,71,100,1
0,1,0,1,1,1,0,37,91,1
0,1,0,1,1,1,0,64,70,0
0,2,1,0,1,0,0,37,90,1
1,1,0,1,1,1,1,65,109,0
0,2,0,0,1,0,1,23,49,0
1,2,0,0,1,0,0,22,79,0
0,2,1,0,1,1,0,26,61,0
1,2,0,0,1,0,0,25,80,0
0,2,0,0,1,0,0,60,97,0
1,2,0,0,1,0,0,1,96,0
0,1,0,0,1,0,0,71,89,0
1,1,1,0,1,1,0,27,85,0
1,1,0,0,1,1,0,3,89,1
0,1,0,1,1,1,1,58,95,0
1,2,0,0,1,0,0,14,75,0
0,1,0,1,1,1,1,71,71,2
0,1,0,0,0,0,1,2,29,0
0,2,0,0,1,0,0,40,21,0
0,1,0,1,1,0,1,68,25,0
0,1,1,0,1,0,0,57,101,2
1,2,0,0,1,0,0,45,87,0
0,2,0,1,1,1,1,70,117,2
0,2,0,1,1,0,0,68,108,1
0,2,0,0,1,0,0,52,103,2
0,1,0,0,1,0,0,72,115,1
1,2,1,1,1,0,0,24,76,0
0,1,0,1,1,0,1,67,60,0
0,2,0,0,0,0,0,68,64,0
0,1,0,1,1,1,1,23,20,0
1,1,0,1,0,0,0,71,49,2
0,1,0,0,0,0,0,1,24,1
0,1,0,0,1,1,1,71,20,0
0,2,1,1,1,1,0,69,111,2
1,1,1,0,1,1,0,40,99,1
0,1,1,0,1,1,0,18,85,2
1,2,0,1,1,1,0,22,95,2
0,2,0,1,0,0,1,69,39,1
0,2,1,0,1,0,0,62,84,0
0,1,0,0,1,1,0,56,20,0
0,1,0,0,1,1,0,7,20,2
0,2,0,1,1,0,0,1,19,2
0,1,0,1,1,0,1,6,20,2
1,2,0,1,1,0,0,2,86,2
0,2,1,1,1,0,0,16,55,1
0,2,0,1,1,0,0,2,20,1
0,1,0,0,1,1,0,72,86,2
0,2,0,0,0,0,1,7,35,1
0,2,0,0,0,0,1,19,25,0
0,1,0,0,1,1,0,14,78,2
1,2,0,1,1,0,0,64,106,2
0,1,0,0,1,0,0,25,78,0
0,2,0,1,1,0,1,70,86,1
0,1,0,1,1,1,0,66,19,0
1,2,0,1,1,0,1,1,72,2
0,2,0,0,1,1,0,53,91,1
1,2,0,0,1,1,0,6,56,2
0,1,0,0,1,0,0,59,96,0
1,2,0,1,1,1,0,31,78,2
1,1,0,1,1,1,0,3,74,2
1,2,0,0,1,0,1,15,69,0
1,2,0,1,1,1,0,48,106,2
1,1,0,1,1,0,1,2,57,0
1,1,1,1,1,1,0,70,103,0
1,2,0,0,1,0,0,2,91,1
1,2,0,1,1,0,0,47,111,0
0,1,0,0,1,1,1,24,21,2
0,2,0,1,1,0,0,31,94,2
1,2,0,0,1,0,0,54,111,2
0,2,0,1,1,0,0,1,55,2
0,1,0,0,0,1,1,12,33,0
0,2,0,0,1,0,0,2,19,0
0,1,0,1,1,1,0,48,71,1
1,2,1,0,1,0,0,1,74,1
0,1,0,1,1,1,0,71,65,0
1,1,0,1,1,1,0,1,20,0
0,1,0,1,1,1,1,56,25,0
0,2,0,1,1,0,0,2,20,1
1,2,1,0,1,1,0,66,81,1
0,1,0,1,1,1,1,50,20,0
0,1,1,0,1,1,0,63,90,1
1,2,0,1,1,0,0,1,45,2
0,2,0,0,0,0,0,6,49,0
0,2,0,0,1,1,0,5,51,0
1,2,0,0,1,0,1,35,72,0
0,2,0,0,1,0,0,71,119,0
0,1,0,0,1,0,0,42,66,1
0,2,0,0,1,0,0,64,19,1
0,2,0,1,1,0,0,1,50,0
1,2,0,1,1,1,0,1,70,2
0,2,0,1,1,0,0,69,107,0
0,1,0,1,1,0,0,33,93,0
0,2,0,0,1,0,1,20,20,1
0,1,0,1,1,1,1,13,24,1
0,2,0,0,1,0,0,28,56,0
0,2,0,0,1,0,1,72,81,2
0,2,0,1,1,0,0,9,70,1
0,2,0,0,1,0,0,72,108,0
0,2,1,0,1,1,0,52,60,2
0,2,0,0,1,0,0,34,61,1
0,2,0,1,1,0,1,71,100,0
0,2,0,0,1,0,0,6,20,0
0,1,0,0,1,0,0,31,64,0
1,2,1,0,1,0,0,1,91,2
0,2,0,0,1,0,1,49,25,0
0,1,0,0,1,1,0,27,20,0
0,2,0,0,1,0,0,53,93,2
1,2,1,0,1,0,0,35,100,0
1,2,0,1,1,0,0,2,96,2
0,2,0,0,0,0,0,46,44,1
0,2,0,0,1,0,0,35,19,0
0,1,0,1,1,1,0,9,74,1
0,1,0,1,1,1,0,64,104,0
1,2,0,0,1,0,0,13,79,2
0,1,0,0,1,0,0,55,82,0
0,2,0,0,1,0,1,51,94,0
0,2,0,0,1,1,1,5,24,2
1,2,0,1,1,0,1,20,70,0
0,2,0,0,1,0,1,23,26,2
0,2,1,1,1,0,1,61,99,1
0,1,0,0,1,1,1,54,70,0
1,2,0,1,1,0,0,15,76,0
0,1,0,0,1,1,1,64,25,0
0,1,0,0,1,1,1,18,65,0
0,1,0,1,1,0,0,52,103,0
0,1,0,1,1,1,0,17,20,0
0,1,0,0,1,1,1,27,20,0
0,1,0,0,1,1,0,58,111,0
0,1,0,0,1,0,1,68,109,0
0,2,0,1,1,1,0,1,19,2
0,2,0,0,1,0,0,55,66,2
0,2,0,0,1,0,0,1,45,0
0,1,0,0,1,1,0,72,84,0
0,1,0,0,0,1,0,6,45,0
0,1,0,0,1,0,0,60,100,1
1,2,0,1,1,1,1,61,106,0
1,2,0,0,1,0,0,2,21,2
0,1,0,1,1,0,0,63,72,0
0,1,0,0,1,0,0,17,84,0
1,2,1,1,1,0,0,58,99,0
0,2,0,0,1,0,1,26,50,2
0,2,0,0,0,0,1,53,49,2
0,2,0,0,1,0,0,25,19,1
1,2,0,0,1,1,0,1,82,2
0,2,0,0,1,1,1,24,21,0
0,2,0,0,1,0,0,2,69,2
1,1,0,1,1,0,0,1,20,1
0,1,0,0,1,0,0,67,75,0
0,2,0,1,0,1,0,17,55,1
0,2,0,1,1,1,0,11,70,0
0,1,0,1,1,0,0,51,25,0
0,1,0,0,1,0,0,3,70,2
1,2,1,0,1,1,0,1,79,2
1,2,0,0,1,1,1,1,70,2
0,2,1,0,1,0,0,72,84,0
0,1,0,1,1,1,0,19,65,0
0,2,0,1,1,0,0,65,26,2
